edge_id,source,target
9031,4,2338
9032,2,2338
9033,52,2338
9034,237,2338
9035,82,2338
9036,87,2338
9037,67,2338
9038,234,2339
9039,184,2339
9040,37,2339
9041,9,2340
9042,4,2340
9043,52,2340
9044,207,2341
9045,37,2342
9046,184,2342
9047,13,2343
9048,182,2343
9049,27,2343
9050,85,2343
9051,88,2343
9052,212,2343
9053,15,2343
9054,43,2343
9055,6,2343
9056,4,2343
9057,199,2343
9058,46,2343
9059,52,2343
9060,40,2343
9061,2,2343
9062,47,2343
9063,12,2343
9064,28,2343
9065,101,2343
9066,106,2343
9067,78,2343
9068,14,2343
9069,177,2343
9070,50,2343
9071,81,2343
9072,82,2343
9073,17,2343
9074,41,2343
9075,108,2343
9076,10,2343
9077,39,2343
9078,56,2343
9079,112,2343
9080,7,2343
9081,32,2343
9082,125,2343
9083,95,2343
9084,5,2343
9085,156,2343
9086,16,2343
9087,97,2343
9088,22,2343
9089,180,2343
9090,184,2343
9091,129,2343
9092,198,2343
9093,240,2343
9094,351,2343
9095,37,2343
9096,220,2343
9097,136,2343
9098,45,2343
9099,18,2343
9100,353,2343
9101,188,2343
9102,163,2343
9103,406,2343
9104,91,2343
9105,138,2343
9106,74,2343
9107,26,2343
9108,241,2343
9109,120,2343
9110,104,2343
9111,11,2343
9112,86,2343
9113,216,2343
9114,389,2344
9115,0,2344
9116,20,2344
9117,203,2344
9118,244,2344
9119,102,2344
9120,154,2344
9121,339,2344
9122,4,2345
9123,182,2346
9124,28,2346
9125,52,2346
9126,69,2346
9127,82,2346
9128,100,2347
9129,78,2347
9130,64,2347
9131,4,2348
9132,42,2348
9133,312,2348
9134,52,2348
9135,521,2348
9136,95,2349
9137,115,2349
9138,184,2350
9139,182,2350
9140,121,2350
9141,186,2350
9142,4,2350
9143,37,2350
9144,52,2350
9145,12,2350
9146,187,2351
9147,27,2351
9148,73,2351
9149,85,2351
9150,432,2352
9151,181,2353
9152,14,2354
9153,252,2354
9154,101,2354
9155,245,2355
9156,165,2355
9157,45,2355
9158,87,2355
9159,150,2355
9160,246,2355
9161,185,2355
9162,12,2355
9163,10,2355
9164,265,2355
9165,70,2355
9166,46,2355
9167,13,2356
9168,0,2357
9169,189,2357
9170,85,2357
9171,88,2357
9172,27,2357
9173,59,2357
9174,43,2357
9175,10,2357
9176,199,2357
9177,165,2358
9178,150,2358
9179,87,2358
9180,45,2358
9181,12,2358
9182,185,2358
9183,4,2358
9184,193,2358
9185,52,2358
9186,246,2358
9187,245,2358
9188,70,2359
9189,433,2359
9190,93,2359
9191,119,2359
9192,153,2359
9193,59,2359
9194,52,2359
9195,46,2359
9196,10,2359
9197,106,2360
9198,450,2360
9199,16,2360
9200,126,2360
9201,125,2360
9202,457,2361
9203,440,2362
9204,11,2363
9205,59,2363
9206,27,2363
9207,341,2364
9208,20,2365
9209,12,2366
9210,56,2366
9211,4,2366
9212,9,2366
9213,8,2366
9214,184,2366
9215,2,2366
9216,23,2366
9217,37,2366
9218,106,2366
9219,48,2366
9220,43,2366
9221,52,2366
9222,27,2366
9223,185,2366
9224,50,2366
9225,127,2366
9226,10,2366
9227,0,2366
9228,20,2366
9229,121,2366
9230,7,2366
9231,186,2366
9232,82,2366
9233,136,2366
9234,11,2366
9235,28,2366
9236,18,2366
9237,35,2366
9238,14,2366
9239,101,2366
9240,47,2366
9241,22,2366
9242,180,2366
9243,55,2366
9244,1,2366
9245,337,2366
9246,115,2366
9247,95,2366
9248,235,2366
9249,353,2366
9250,351,2366
9251,67,2366
9252,107,2366
9253,17,2366
9254,78,2366
9255,16,2366
9256,248,2366
9257,207,2366
9258,241,2366
9259,104,2366
9260,46,2366
9261,177,2366
9262,85,2366
9263,70,2366
9264,193,2366
9265,105,2366
9266,226,2366
9267,45,2366
9268,138,2366
9269,52,2367
9270,35,2368
9271,22,2369
9272,23,2370
9273,326,2370
9274,4,2371
9275,52,2371
9276,20,2372
9277,136,2373
9278,337,2374
9279,4,2374
9280,136,2374
9281,98,2374
9282,176,2374
9283,52,2374
9284,12,2374
9285,401,2374
9286,116,2374
9287,2,2374
9288,332,2374
9289,402,2374
9290,354,2374
9291,406,2374
9292,241,2374
9293,248,2374
9294,207,2374
9295,351,2374
9296,23,2374
9297,180,2375
9298,248,2375
9299,22,2375
9300,55,2375
9301,4,2375
9302,52,2375
9303,26,2376
9304,14,2377
9305,86,2377
9306,40,2377
9307,101,2377
9308,12,2378
9309,184,2378
9310,48,2378
9311,20,2378
9312,46,2378
9313,10,2378
9314,43,2378
9315,101,2378
9316,14,2378
9317,15,2378
9318,18,2378
9319,95,2378
9320,82,2378
9321,5,2378
9322,115,2378
9323,85,2378
9324,42,2378
9325,52,2378
9326,67,2378
9327,37,2378
9328,353,2378
9329,154,2378
9330,19,2378
9331,240,2378
9332,221,2378
9333,4,2379
9334,12,2379
9335,52,2379
9336,241,2379
9337,4,2380
9338,62,2380
9339,52,2380
9340,48,2381
9341,117,2382
9342,215,2383
9343,9,2384
9344,9,2385
9345,70,2386
9346,106,2387
9347,16,2387
9348,4,2387
9349,318,2387
9350,337,2387
9351,344,2387
9352,52,2387
9353,354,2387
9354,346,2387
9355,347,2387
9356,23,2387
9357,116,2387
9358,2,2387
9359,117,2387
9360,127,2388
9361,52,2389
9362,209,2389
9363,117,2390
9364,8,2390
9365,184,2391
9366,158,2392
9367,206,2393
9368,184,2393
9369,15,2393
9370,18,2393
9371,112,2393
9372,85,2393
9373,181,2393
9374,177,2393
9375,6,2393
9376,188,2393
9377,457,2393
9378,212,2393
9379,325,2393
9380,88,2393
9381,17,2393
9382,27,2393
9383,205,2393
9384,82,2393
9385,91,2393
9386,129,2393
9387,230,2393
9388,220,2393
9389,222,2393
9390,198,2393
9391,240,2393
9392,351,2393
9393,221,2393
9394,353,2393
9395,361,2393
9396,227,2393
9397,594,2393
9398,350,2393
9399,21,2393
9400,228,2393
9401,595,2393
9402,23,2393
9403,11,2393
9404,596,2393
9405,460,2393
9406,379,2393
9407,496,2393
9408,3,2394
9409,48,2394
9410,134,2394
9411,474,2395
9412,286,2395
9413,344,2395
9414,345,2395
9415,275,2396
9416,29,2397
9417,184,2398
9418,37,2398
9419,9,2399
9420,17,2400
9421,78,2400
9422,79,2400
9423,145,2401
9424,78,2401
9425,144,2401
9426,79,2401
9427,14,2402
9428,40,2402
9429,101,2402
9430,27,2403
9431,163,2404
9432,455,2405
9433,52,2406
9434,12,2407
9435,185,2407
9436,4,2408
9437,85,2409
9438,188,2409
9439,13,2409
9440,27,2409
9441,177,2409
9442,49,2410
9443,100,2410
9444,64,2410
9445,144,2410
9446,78,2410
9447,257,2410
9448,545,2410
9449,250,2411
9450,140,2411
9451,69,2411
9452,140,2412
9453,160,2413
9454,178,2413
9455,205,2414
9456,206,2414
9457,9,2414
9458,37,2414
9459,184,2414
9460,4,2414
9461,52,2414
9462,85,2415
9463,3,2416
9464,48,2416
9465,21,2417
9466,255,2418
9467,474,2419
9468,116,2419
9469,345,2419
9470,344,2419
9471,318,2419
9472,286,2419
9473,42,2420
9474,4,2420
9475,321,2420
9476,183,2421
9477,51,2421
9478,120,2421
9479,25,2422
9480,28,2423
9481,184,2424
9482,448,2424
9483,597,2424
9484,184,2425
9485,2,2426
9486,28,2427
9487,12,2427
9488,127,2427
9489,50,2427
9490,239,2427
9491,25,2427
9492,442,2428
9493,20,2428
9494,213,2428
9495,598,2428
9496,0,2429
9497,215,2429
9498,339,2429
9499,256,2430
9500,518,2430
9501,426,2430
9502,525,2430
9503,229,2430
9504,335,2430
9505,524,2430
9506,116,2431
9507,98,2431
9508,176,2431
9509,381,2431
9510,354,2431
9511,346,2431
9512,158,2432
9513,358,2432
9514,0,2433
9515,38,2433
9516,26,2433
9517,214,2433
9518,307,2433
9519,599,2434
9520,510,2434
9521,466,2434
9522,337,2434
9523,354,2434
9524,48,2435
9525,70,2436
9526,185,2437
9527,12,2437
9528,12,2438
9529,28,2438
9530,185,2438
9531,50,2438
9532,0,2439
9533,215,2440
9534,28,2441
9535,12,2441
9536,185,2441
9537,40,2442
9538,108,2442
9539,101,2442
9540,14,2442
9541,234,2443
9542,37,2443
9543,184,2443
9544,425,2443
9545,82,2444
9546,27,2444
9547,177,2444
9548,4,2444
9549,0,2444
9550,49,2445
9551,257,2445
9552,64,2445
9553,257,2446
9554,49,2446
9555,177,2447
9556,177,2448
9557,184,2449
9558,37,2449
9559,28,2450
9560,14,2451
9561,101,2451
9562,39,2451
9563,108,2451
9564,40,2451
9565,86,2451
9566,12,2452
9567,185,2452
9568,51,2453
9569,85,2453
9570,27,2453
9571,64,2454
9572,100,2454
9573,78,2454
9574,144,2454
9575,17,2454
9576,545,2454
9577,12,2455
9578,185,2455
9579,165,2456
9580,181,2457
9581,85,2457
9582,43,2457
9583,27,2457
9584,75,2457
9585,104,2457
9586,12,2457
9587,76,2457
9588,73,2457
9589,185,2457
9590,112,2457
9591,88,2457
9592,77,2457
9593,20,2458
9594,0,2458
9595,150,2459
9596,165,2459
9597,45,2459
9598,12,2459
9599,185,2459
9600,246,2459
9601,87,2459
9602,245,2459
9603,101,2460
9604,234,2461
9605,563,2462
9606,153,2463
9607,70,2463
9608,138,2464
9609,110,2464
9610,137,2464
9611,218,2465
9612,234,2466
9613,37,2466
9614,2,2467
9615,125,2467
9616,126,2467
9617,16,2467
9618,341,2467
9619,106,2467
9620,342,2467
9621,219,2468
9622,327,2468
9623,124,2468
9624,144,2469
9625,79,2469
9626,74,2469
9627,107,2469
9628,78,2469
9629,26,2470
9630,112,2471
9631,48,2472
9632,9,2472
9633,134,2472
9634,4,2472
9635,20,2473
9636,387,2473
9637,203,2473
9638,3,2474
9639,48,2474
9640,52,2474
9641,62,2474
9642,43,2474
9643,12,2474
9644,4,2474
9645,134,2474
9646,5,2474
9647,115,2474
9648,200,2475
9649,12,2475
9650,52,2475
9651,118,2475
9652,201,2475
9653,226,2475
9654,193,2475
9655,105,2475
9656,4,2475
9657,282,2475
9658,224,2476
9659,43,2477
9660,139,2478
9661,278,2479
9662,1,2480
9663,207,2480
9664,4,2480
9665,12,2481
9666,185,2481
9667,106,2481
9668,52,2481
9669,3,2481
9670,133,2482
9671,538,2482
9672,93,2482
9673,153,2482
9674,70,2482
9675,571,2482
9676,21,2482
9677,555,2482
9678,114,2482
9679,10,2482
9680,4,2482
9681,12,2482
9682,265,2482
9683,52,2482
9684,557,2482
9685,434,2482
9686,52,2483
9687,233,2484
9688,233,2485
9689,314,2486
9690,26,2487
9691,52,2488
9692,224,2488
9693,4,2488
9694,49,2489
9695,257,2489
9696,43,2489
9697,17,2489
9698,64,2489
9699,144,2489
9700,10,2489
9701,169,2490
9702,482,2490
9703,500,2490
9704,25,2491
9705,48,2492
9706,3,2492
9707,52,2492
9708,134,2492
9709,186,2492
9710,161,2493
9711,22,2493
9712,7,2493
9713,334,2493
9714,180,2493
9715,421,2493
9716,219,2494
9717,124,2494
9718,27,2494
9719,52,2494
9720,4,2494
9721,12,2494
9722,62,2494
9723,68,2494
9724,43,2494
9725,105,2494
9726,327,2494
9727,203,2495
9728,94,2496
9729,14,2497
9730,101,2497
9731,40,2497
9732,31,2498
9733,71,2498
9734,369,2498
9735,88,2499
9736,410,2499
9737,475,2500
9738,27,2501
9739,0,2501
9740,85,2501
9741,85,2502
9742,27,2502
9743,73,2502
9744,45,2503
9745,12,2503
9746,52,2503
9747,87,2503
9748,4,2503
9749,67,2503
9750,237,2503
9751,193,2503
9752,89,2503
9753,37,2503
9754,246,2503
9755,2,2503
9756,165,2503
9757,47,2503
9758,80,2503
9759,245,2503
9760,150,2503
9761,50,2504
9762,434,2505
9763,136,2506
9764,337,2506
9765,332,2506
9766,354,2506
9767,406,2506
9768,346,2506
9769,407,2506
9770,381,2506
9771,359,2506
9772,347,2506
9773,422,2506
9774,45,2507
9775,87,2507
9776,166,2508
9777,115,2508
9778,113,2509
9779,225,2509
9780,419,2510
9781,160,2510
9782,98,2511
9783,10,2512
9784,27,2512
9785,46,2512
9786,52,2512
9787,4,2512
9788,59,2512
9789,70,2512
9790,153,2512
9791,114,2512
9792,21,2512
9793,476,2512
9794,11,2512
9795,350,2512
9796,98,2513
9797,116,2513
9798,176,2513
9799,70,2514
9800,278,2514
9801,246,2514
9802,47,2514
9803,176,2514
9804,61,2514
9805,13,2514
9806,5,2514
9807,223,2514
9808,259,2514
9809,280,2514
9810,52,2514
9811,57,2514
9812,187,2514
9813,49,2514
9814,7,2514
9815,264,2514
9816,42,2514
9817,41,2514
9818,261,2514
9819,273,2514
9820,267,2514
9821,253,2514
9822,150,2514
9823,43,2514
9824,4,2514
9825,123,2514
9826,46,2514
9827,245,2514
9828,252,2514
9829,279,2514
9830,182,2514
9831,180,2514
9832,22,2514
9833,55,2514
9834,1,2514
9835,27,2514
9836,85,2514
9837,181,2514
9838,112,2514
9839,6,2514
9840,184,2514
9841,212,2514
9842,82,2514
9843,17,2514
9844,37,2514
9845,102,2514
9846,54,2514
9847,25,2514
9848,281,2514
9849,50,2514
9850,266,2514
9851,200,2514
9852,127,2514
9853,165,2514
9854,14,2514
9855,31,2514
9856,32,2514
9857,237,2514
9858,12,2514
9859,104,2514
9860,28,2514
9861,131,2514
9862,38,2514
9863,254,2514
9864,271,2514
9865,83,2514
9866,272,2514
9867,275,2514
9868,100,2514
9869,157,2514
9870,79,2514
9871,75,2514
9872,74,2514
9873,107,2514
9874,78,2514
9875,81,2514
9876,72,2514
9877,138,2514
9878,35,2514
9879,2,2514
9880,11,2514
9881,215,2514
9882,62,2514
9883,16,2514
9884,63,2514
9885,142,2514
9886,23,2514
9887,117,2514
9888,268,2514
9889,258,2514
9890,60,2514
9891,274,2514
9892,189,2514
9893,56,2514
9894,0,2514
9895,9,2514
9896,269,2514
9897,80,2514
9898,186,2514
9899,256,2514
9900,90,2514
9901,58,2514
9902,20,2514
9903,277,2514
9904,34,2514
9905,89,2514
9906,68,2514
9907,260,2514
9908,263,2514
9909,257,2514
9910,262,2514
9911,244,2514
9912,265,2514
9913,255,2514
9914,124,2514
9915,92,2514
9916,282,2514
9917,283,2514
9918,284,2514
9919,210,2514
9920,53,2514
9921,118,2514
9922,285,2514
9923,51,2514
9924,135,2514
9925,96,2514
9926,286,2514
9927,287,2514
9928,288,2514
9929,289,2514
9930,290,2514
9931,291,2514
9932,241,2514
9933,248,2514
9934,207,2514
9935,88,2514
9936,109,2514
9937,293,2514
9938,65,2514
9939,214,2514
9940,128,2514
9941,158,2514
9942,294,2514
9943,295,2514
9944,208,2514
9945,45,2514
9946,111,2514
9947,300,2514
9948,296,2514
9949,105,2514
9950,19,2514
9951,192,2514
9952,113,2514
9953,193,2514
9954,67,2514
9955,115,2514
9956,297,2514
9957,298,2514
9958,299,2514
9959,301,2514
9960,233,2514
9961,302,2514
9962,154,2514
9963,276,2514
9964,190,2514
9965,303,2514
9966,304,2514
9967,305,2514
9968,306,2514
9969,307,2514
9970,148,2514
9971,226,2514
9972,308,2514
9973,309,2514
9974,322,2514
9975,339,2514
9976,238,2514
9977,87,2514
9978,3,2514
9979,310,2514
9980,311,2514
9981,216,2514
9982,312,2514
9983,205,2514
9984,206,2514
9985,313,2514
9986,314,2514
9987,243,2514
9988,329,2514
9989,315,2514
9990,316,2514
9991,170,2514
9992,317,2514
9993,161,2514
9994,318,2514
9995,319,2514
9996,320,2514
9997,168,2514
9998,26,2514
9999,231,2514
10000,321,2514
10001,165,2515
10002,45,2515
10003,246,2515
10004,87,2515
10005,352,2516
10006,8,2516
10007,52,2516
10008,224,2516
10009,122,2516
10010,209,2517
10011,52,2517
10012,178,2518
10013,136,2518
10014,6,2519
10015,181,2519
10016,4,2519
10017,15,2519
10018,115,2519
10019,18,2519
10020,121,2520
10021,17,2521
10022,64,2522
10023,144,2522
10024,100,2522
10025,43,2522
10026,257,2522
10027,78,2522
10028,545,2522
10029,101,2523
10030,40,2523
10031,10,2524
10032,46,2524
10033,48,2525
10034,459,2525
10035,12,2526
10036,52,2526
10037,82,2526
10038,4,2526
10039,84,2526
10040,115,2526
10041,70,2527
10042,400,2528
10043,337,2528
10044,72,2529
10045,14,2530
10046,108,2530
10047,184,2531
10048,37,2531
10049,235,2532
10050,209,2532
10051,316,2532
10052,549,2532
10053,491,2532
10054,440,2532
10055,241,2532
10056,248,2532
10057,207,2532
10058,479,2532
10059,4,2532
10060,323,2533
10061,99,2533
10062,178,2533
10063,52,2533
10064,160,2533
10065,46,2533
10066,12,2533
10067,374,2533
10068,446,2533
10069,337,2533
10070,332,2533
10071,106,2533
10072,342,2533
10073,16,2533
10074,341,2533
10075,20,2534
10076,169,2535
10077,215,2536
10078,600,2536
10079,14,2537
10080,40,2537
10081,15,2537
10082,101,2537
10083,4,2538
10084,48,2538
10085,503,2538
10086,134,2538
10087,207,2538
10088,14,2539
10089,40,2539
10090,86,2539
10091,39,2539
10092,121,2540
10093,37,2540
10094,22,2540
10095,47,2540
10096,145,2541
10097,146,2541
10098,144,2541
10099,148,2541
10100,147,2541
10101,64,2541
10102,397,2541
10103,545,2541
10104,529,2542
10105,37,2542
10106,52,2543
10107,94,2543
10108,2,2543
10109,52,2544
10110,14,2545
10111,108,2545
10112,101,2545
10113,40,2545
10114,0,2546
10115,184,2547
10116,37,2547
10117,52,2547
10118,4,2547
10119,247,2547
10120,8,2548
10121,19,2549
10122,26,2550
10123,44,2550
10124,85,2550
10125,0,2550
10126,214,2550
10127,158,2550
10128,307,2550
10129,31,2551
10130,50,2552
10131,12,2552
10132,185,2552
10133,48,2553
10134,12,2553
10135,186,2553
10136,52,2553
10137,3,2553
10138,340,2553
10139,12,2554
10140,185,2554
10141,28,2554
10142,240,2554
10143,51,2555
10144,601,2556
10145,106,2556
10146,323,2556
10147,99,2556
10148,16,2556
10149,125,2556
10150,126,2556
10151,337,2557
10152,337,2558
10153,116,2558
10154,98,2558
10155,4,2558
10156,176,2558
10157,381,2558
10158,354,2558
10159,346,2558
10160,511,2558
10161,45,2559
10162,246,2559
10163,87,2559
10164,185,2560
10165,12,2560
10166,28,2560
10167,7,2561
10168,248,2561
10169,22,2561
10170,55,2561
10171,4,2561
10172,47,2561
10173,11,2562
10174,59,2562
10175,14,2563
10176,40,2563
10177,39,2563
10178,2,2564
10179,510,2565
10180,17,2566
10181,78,2566
10182,20,2567
10183,352,2568
10184,117,2568
10185,137,2569
10186,138,2569
10187,169,2569
10188,136,2570
10189,406,2570
10190,354,2570
10191,346,2570
10192,407,2570
10193,4,2571
10194,52,2571
10195,564,2571
10196,12,2571
10197,136,2571
10198,42,2571
10199,67,2571
10200,312,2571
10201,112,2572
10202,43,2572
10203,4,2572
10204,52,2572
10205,82,2572
10206,46,2572
10207,85,2573
10208,88,2573
10209,193,2574
10210,46,2574
10211,50,2574
10212,39,2575
10213,14,2575
10214,101,2575
10215,12,2575
10216,108,2575
10217,185,2576
10218,12,2576
10219,50,2576
10220,28,2576
10221,26,2577
10222,214,2577
10223,0,2577
10224,158,2577
10225,348,2577
10226,307,2577
10227,272,2577
10228,232,2577
10229,138,2578
10230,137,2578
10231,31,2579
10232,43,2580
10233,13,2580
10234,85,2580
10235,199,2580
10236,20,2580
10237,88,2580
10238,11,2580
10239,27,2580
10240,112,2580
10241,0,2580
10242,177,2580
10243,70,2580
10244,26,2581
10245,99,2582
10246,450,2583
10247,323,2583
10248,178,2583
10249,0,2584
10250,283,2585
10251,18,2585
10252,602,2585
10253,2,2586
10254,52,2586
10255,4,2587
10256,37,2587
10257,52,2587
10258,28,2587
10259,95,2588
10260,20,2589
10261,85,2589
10262,0,2589
10263,38,2589
10264,5,2590
10265,156,2590
10266,146,2591
10267,144,2591
10268,78,2591
10269,74,2591
10270,17,2591
10271,399,2591
10272,363,2591
10273,9,2592
10274,4,2592
10275,76,2592
10276,258,2593
10277,338,2593
10278,45,2594
10279,12,2595
10280,185,2595
10281,28,2595
10282,240,2595
10283,603,2596
10284,26,2597
10285,62,2598
10286,80,2599
10287,45,2599
10288,12,2599
10289,280,2599
10290,11,2600
10291,4,2600
10292,68,2601
10293,4,2601
10294,243,2601
10295,503,2601
10296,48,2601
10297,570,2601
10298,9,2601
10299,165,2602
10300,337,2603
10301,402,2603
10302,136,2603
10303,332,2603
10304,401,2603
10305,406,2603
10306,184,2604
10307,37,2604
10308,185,2604
10309,12,2604
10310,247,2604
10311,28,2604
10312,2,2604
10313,45,2605
10314,87,2605
10315,56,2606
10316,184,2607
10317,37,2607
10318,247,2607
10319,35,2608
10320,63,2609
10321,254,2609
10322,189,2610
10323,99,2611
10324,169,2612
10325,138,2612
10326,22,2613
10327,241,2613
10328,433,2614
10329,21,2615
10330,184,2616
10331,150,2617
10332,165,2617
10333,87,2617
10334,45,2617
10335,0,2618
10336,0,2619
10337,215,2619
10338,82,2620
10339,173,2620
10340,12,2621
10341,28,2621
10342,185,2621
10343,90,2622
10344,515,2622
10345,121,2623
10346,12,2624
10347,28,2624
10348,185,2624
10349,50,2624
10350,2,2625
10351,15,2626
10352,40,2626
10353,250,2627
10354,23,2627
10355,176,2628
10356,2,2629
10357,52,2629
10358,209,2629
10359,12,2629
10360,196,2629
10361,4,2629
10362,353,2629
10363,3,2630
10364,48,2630
10365,2,2631
10366,0,2632
10367,215,2632
10368,131,2633
10369,186,2633
10370,37,2633
10371,52,2633
10372,0,2634
10373,4,2635
10374,164,2635
10375,241,2635
10376,207,2635
10377,248,2635
10378,47,2635
10379,71,2636
10380,542,2636
10381,13,2636
10382,0,2637
10383,200,2638
10384,512,2639
10385,513,2639
10386,43,2640
10387,13,2641
10388,542,2641
10389,37,2642
10390,184,2642
10391,12,2642
10392,4,2642
10393,52,2642
10394,512,2643
10395,513,2643
10396,23,2644
10397,250,2644
10398,69,2644
10399,4,2644
10400,139,2644
10401,140,2644
10402,185,2645
10403,12,2645
10404,5,2645
10405,156,2645
10406,11,2646
10407,146,2647
10408,74,2647
10409,78,2647
10410,79,2647
10411,144,2647
10412,4,2648
10413,115,2649
10414,47,2650
10415,22,2650
10416,1,2650
10417,55,2650
10418,180,2650
10419,37,2651
10420,184,2651
10421,399,2652
10422,184,2653
10423,12,2653
10424,4,2653
10425,17,2653
10426,15,2653
10427,11,2653
10428,399,2653
10429,20,2653
10430,144,2653
10431,27,2653
10432,85,2653
10433,88,2653
10434,181,2653
10435,177,2653
10436,112,2653
10437,0,2653
10438,40,2653
10439,23,2653
10440,8,2653
10441,68,2653
10442,78,2653
10443,48,2653
10444,21,2653
10445,37,2653
10446,70,2653
10447,52,2653
10448,106,2653
10449,19,2653
10450,146,2653
10451,28,2653
10452,117,2653
10453,2,2653
10454,81,2653
10455,64,2653
10456,49,2653
10457,99,2653
10458,100,2653
10459,188,2653
10460,194,2653
10461,46,2653
10462,47,2653
10463,13,2653
10464,59,2653
10465,22,2653
10466,212,2653
10467,261,2653
10468,35,2653
10469,86,2653
10470,108,2653
10471,39,2653
10472,84,2653
10473,129,2653
10474,124,2653
10475,67,2653
10476,74,2653
10477,325,2653
10478,14,2653
10479,5,2653
10480,6,2653
10481,7,2653
10482,50,2653
10483,43,2653
10484,180,2653
10485,189,2653
10486,69,2653
10487,218,2653
10488,203,2653
10489,9,2653
10490,55,2653
10491,248,2653
10492,219,2653
10493,42,2653
10494,62,2653
10495,26,2653
10496,269,2653
10497,178,2653
10498,29,2653
10499,45,2653
10500,75,2653
10501,76,2653
10502,323,2653
10503,190,2653
10504,321,2653
10505,336,2653
10506,160,2653
10507,148,2653
10508,145,2653
10509,182,2653
10510,79,2653
10511,32,2653
10512,95,2653
10513,82,2653
10514,206,2653
10515,192,2653
10516,77,2653
10517,136,2653
10518,101,2653
10519,1,2653
10520,105,2653
10521,65,2653
10522,41,2653
10523,235,2653
10524,332,2653
10525,176,2653
10526,312,2653
10527,337,2653
10528,56,2653
10529,214,2653
10530,199,2653
10531,430,2653
10532,327,2653
10533,296,2653
10534,215,2653
10535,73,2653
10536,236,2653
10537,87,2653
10538,61,2653
10539,207,2653
10540,343,2653
10541,158,2653
10542,53,2653
10543,51,2653
10544,241,2653
10545,193,2653
10546,187,2653
10547,30,2653
10548,113,2653
10549,10,2653
10550,66,2653
10551,72,2653
10552,111,2653
10553,314,2653
10554,140,2653
10555,44,2653
10556,94,2653
10557,335,2653
10558,107,2653
10559,153,2653
10560,110,2653
10561,120,2653
10562,156,2653
10563,165,2653
10564,36,2653
10565,161,2653
10566,224,2653
10567,150,2653
10568,3,2653
10569,57,2653
10570,104,2653
10571,230,2653
10572,292,2653
10573,116,2653
10574,217,2653
10575,98,2653
10576,401,2653
10577,604,2653
10578,115,2653
10579,122,2653
10580,374,2653
10581,245,2653
10582,16,2653
10583,71,2653
10584,83,2653
10585,126,2653
10586,125,2653
10587,406,2653
10588,130,2653
10589,220,2653
10590,246,2653
10591,221,2653
10592,198,2653
10593,286,2653
10594,368,2653
10595,344,2653
10596,351,2653
10597,318,2653
10598,345,2653
10599,244,2653
10600,291,2653
10601,278,2653
10602,123,2653
10603,531,2653
10604,532,2653
10605,127,2653
10606,284,2653
10607,38,2653
10608,60,2653
10609,121,2653
10610,31,2653
10611,204,2653
10612,407,2653
10613,338,2653
10614,134,2653
10615,135,2653
10616,353,2653
10617,200,2653
10618,201,2653
10619,18,2653
10620,346,2653
10621,119,2653
10622,205,2653
10623,142,2653
10624,114,2653
10625,93,2653
10626,521,2653
10627,154,2653
10628,172,2653
10629,137,2653
10630,240,2653
10631,143,2653
10632,329,2653
10633,417,2653
10634,227,2653
10635,453,2653
10636,138,2653
10637,141,2653
10638,155,2653
10639,109,2653
10640,97,2653
10641,151,2653
10642,231,2653
10643,366,2653
10644,267,2653
10645,226,2653
10646,300,2653
10647,147,2653
10648,24,2653
10649,157,2653
10650,228,2653
10651,394,2653
10652,152,2653
10653,179,2653
10654,395,2653
10655,365,2653
10656,363,2653
10657,358,2653
10658,168,2653
10659,371,2653
10660,433,2653
10661,382,2653
10662,487,2653
10663,488,2653
10664,413,2653
10665,222,2653
10666,605,2653
10667,258,2653
10668,319,2653
10669,414,2653
10670,328,2653
10671,489,2653
10672,320,2653
10673,376,2653
10674,170,2653
10675,380,2653
10676,209,2653
10677,168,2654
10678,91,2655
10679,74,2655
10680,144,2655
10681,17,2655
10682,148,2655
10683,145,2655
10684,107,2655
10685,79,2655
10686,78,2655
10687,147,2655
10688,146,2655
10689,8,2656
10690,117,2656
10691,0,2657
10692,27,2658
10693,177,2658
10694,85,2658
10695,88,2658
10696,12,2659
10697,215,2660
10698,35,2661
10699,606,2662
10700,0,2662
10701,199,2662
10702,214,2662
10703,68,2663
10704,514,2663
10705,117,2663
10706,52,2663
10707,82,2664
10708,56,2664
10709,108,2665
10710,39,2665
10711,14,2665
10712,40,2665
10713,86,2665
10714,101,2665
10715,251,2666
10716,4,2666
10717,235,2666
10718,316,2666
10719,35,2667
10720,35,2668
10721,170,2668
10722,35,2669
10723,115,2669
10724,95,2669
10725,12,2670
10726,28,2670
10727,50,2670
10728,35,2671
10729,82,2671
10730,4,2671
10731,52,2671
10732,12,2671
10733,115,2671
10734,35,2672
10735,607,2672
10736,35,2673
10737,35,2674
10738,82,2675
10739,115,2675
10740,70,2676
10741,21,2676
10742,18,2677
10743,43,2678
10744,52,2679
10745,43,2680
10746,20,2680
10747,27,2680
10748,158,2680
10749,110,2680
10750,18,2680
10751,82,2680
10752,45,2680
10753,17,2680
10754,46,2680
10755,4,2680
10756,177,2680
10757,88,2680
10758,85,2680
10759,0,2680
10760,137,2680
10761,12,2680
10762,13,2680
10763,14,2680
10764,181,2680
10765,52,2680
10766,70,2680
10767,59,2680
10768,78,2680
10769,22,2680
10770,369,2680
10771,1,2680
10772,184,2680
10773,41,2680
10774,65,2680
10775,37,2680
10776,67,2680
10777,5,2680
10778,156,2680
