source,target,value
AS9957-KINX-KR,AS138195-MOACKCoLTD-KR,0
AS9993-ITOCHUTechnoSolutionsCorporation-JP,AS24270-CRCSolutionsCorp-JP,-1
AS9993-ITOCHUTechnoSolutionsCorporation-JP,AS38654-INESCorporation-JP,-1
AS9993-ITOCHUTechnoSolutionsCorporation-JP,AS55390-TokyoUniversityofScience-JP,-1
AS9999-ATTOKYOCorporation-JP,AS45678-ABNAMROClearingTokyoCoLtd-JP,-1
AS10001-MicsNetworkCorporation-JP,AS23815-JapanInternetExchangeCoLtd-JP,0
AS10010-TOKAICommunicationsCorporation-JP,AS2513-JapanScienceandTechnologyAgency-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS4678-CanonITSolutionsInc-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS9351-ZTVCOLTD-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS9615-TOYOHASHICABLENETWORKINC-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS9990-NipponInformationandCommunicationCorporation-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS9998-ISAOCorporation-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS17678-GunmaInternetColtd-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS17682-296BROADNETComInc-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS17683-WingtechnologyCommunicationsInc-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS17947-SAKURAKCSCorporation-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS17953-BroadBandSecurityInc-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS18077-YamaguchiCableVisionCoLtd-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS18125-MinistryofAgricultureForestryandFisheriesResearchNetwork-JP,0
AS10010-TOKAICommunicationsCorporation-JP,AS18278-CableTVCorporation-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS23639-NTTBizlinkInc-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS23642-OBIS-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS23785-SUNFIELDINTERNETLIMITED-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS23791-LCVCorporation-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS23795-FitecCorp-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS23836-RELATIONCoLtd-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS24249-JWAYcoLtd-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS24257-JapanInternetExchangeCoLtd-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS24268-NationalUniversityCorporationShizuokaUniversity-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS24271-IrumaCATVco-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS24297-UniversityPublicCorporationOsaka-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS38642-YoshizouXYZSolutions-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS55385-DigitalAllianceCoLtd-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS55387-JapanCommunicationInc-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS59103-SoftEtherCorporation-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS63779-JUSTPLAYERCoLtd-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS131910-SORACOMINC-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS131915-HamamatsuCableTelevisionInc-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS131934-ICCCorporation-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS131939-IPSINC-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS131940-NisshoElectronicsCorp-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS131945-SanntuuCorporation-JP,-1
AS10010-TOKAICommunicationsCorporation-JP,AS131946-MUSASHINOUNIVERSITYEF-JP,-1
AS10013-FreeBitCoLtd-JP,AS4686-BEKKOAMEINTERNETINC-JP,-1
AS10015-CyberWaveJapanCoLtd-JP,AS2512-TCPInc-JP,-1
AS10015-CyberWaveJapanCoLtd-JP,AS23815-JapanInternetExchangeCoLtd-JP,0
AS10021-KVHCoLtd-JP,AS6619-SamsungSDSInc-KR,-1
AS10021-KVHCoLtd-JP,AS23761-XpediteSystems-JP,-1
AS10021-KVHCoLtd-JP,AS55890-SuntoryBusinessExpertLimited-JP,-1
AS10021-KVHCoLtd-JP,AS55894-WhosNext-JP,-1
AS10021-KVHCoLtd-JP,AS131901-FIDESSAKK-JP,-1
AS10021-KVHCoLtd-JP,AS131903-NomuraResearchInstituteLtd-JP,-1
AS10021-KVHCoLtd-JP,AS131936-UNIVERSALMUSICLLC-JP,-1
AS10021-KVHCoLtd-JP,AS132827-GATEWAYINC-JP,-1
AS10021-KVHCoLtd-JP,AS133203-SBIBITSCoLtd-JP,-1
AS10021-KVHCoLtd-JP,AS137462-RakutenMobileInc-JP,-1
AS10036-DLIVE-KR,AS9943-KangNamCableTV-KR,-1
AS10036-DLIVE-KR,AS18334-GyounggidongbucabletvcoLtd-KR,-1
AS10049-SKCo-KR,AS17570-SKGlobalcoLtd-KR,-1
AS10158-KakaoCorp-KR,AS7625-KakaoCorp-KR,-1
AS10158-KakaoCorp-KR,AS9764-KakaoCorp-KR,-1
AS10158-KakaoCorp-KR,AS38099-KakaoCorp-KR,-1
AS10158-KakaoCorp-KR,AS38678-KakaoCorp-KR,-1
AS10158-KakaoCorp-KR,AS45991-KakaoCorp-KR,-1
AS10160-KDDIKOREA-KR,AS9712-INetTechnologiesCoLtd-KR,-1
AS10206-ChinaUnicomZhongweiCloud-CN,AS135629-NingxiaWestCloudDataTechnologyCoLtd-CN,-1
AS10212-ChinaEnterpriseICTSolutionsLimited-CN,AS17776-ChinaEnterpriseICTSolutionsLimited-CN,-1
AS10212-ChinaEnterpriseICTSolutionsLimited-CN,AS134773-CHINANETGuangdongprovinceGuangzhouMANnetwork-CN,0
AS17428-21VianetCoLtd-CN,AS9308-AbitcoolChinaInc-CN,-1
AS17506-ARTERIANetworksCorporation-JP,AS17677-ARTERIANetworksCorporation-JP,-1
AS17506-ARTERIANetworksCorporation-JP,AS17699-ARTERIANetworksCorporation-JP,-1
AS17511-OPTAGEInc-JP,AS9358-OPTAGEInc-JP,-1
AS17511-OPTAGEInc-JP,AS17504-NRINetcomLtd-JP,-1
AS17511-OPTAGEInc-JP,AS17947-SAKURAKCSCorporation-JP,-1
AS17511-OPTAGEInc-JP,AS24121-EquinixAsiaPacificPteLtd-JP,-1
AS17511-OPTAGEInc-JP,AS24270-CRCSolutionsCorp-JP,-1
AS17511-OPTAGEInc-JP,AS24282-KAGOYAJAPANInc-JP,-1
AS17511-OPTAGEInc-JP,AS38633-ValueCoreInc-JP,-1
AS17511-OPTAGEInc-JP,AS59118-NRISecureTechnologiesLtd-JP,-1
AS17511-OPTAGEInc-JP,AS59124-KYOTOPrefecturalGovernment-JP,-1
AS17511-OPTAGEInc-JP,AS131477-ShanghaiHuajuanInformationTechnologyCoLtd-CN,0
AS17511-OPTAGEInc-JP,AS131924-KansaiAirports-JP,-1
AS17534-NSKCoLtd-JP,AS7668-HokurikuTelecommunicationNetworkCo-JP,-1
AS17534-NSKCoLtd-JP,AS17961-miteneinternetcoltd-JP,-1
AS17534-NSKCoLtd-JP,AS23778-IMIZUCABLENETWORKCOLTD-JP,-1
AS17534-NSKCoLtd-JP,AS23815-JapanInternetExchangeCoLtd-JP,0
AS17534-NSKCoLtd-JP,AS24255-TannanCableTelevisionCorporation-JP,-1
AS17579-KISTI-KR,AS24489-North-CN,0
AS17621-ChinaUnicomShanghainetwork-CN,AS9809-SHENZHENNOVATECHNOLOGIESDEVELOPMENTLTD-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS9814-BeijingFibrLINKNetworksCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS9939-ASforAnlai-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS10212-ChinaEnterpriseICTSolutionsLimited-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS17739-ShanghaiTelecomHaplinkNetworkCoLtdHaplink-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS17775-shanghaiscienceandtechnologynetworkcommunicationlimitedcompany-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS18244-StatelineInternetDataCenterCoLtdShanghai-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS23853-ShanghaiDataSolutionCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS24141-ShanghaiDMTInformationNetworkcorLTD-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS24427-FreecommCorporation-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS37963-HangzhouAlibabaAdvertisingCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS37965-PacnetBusinessSolutionsLTD-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS38057-DellChinaCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS38342-SHANGHAIVSATNETWORKSYSTEMSCOLTD-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS38363-ShanghaiHighwayInformationTechnologyCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS38375-BeijingGaoHuaSecuritiesCompanyLimited-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS38379-ShanghaiMaginetworkCroLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS38381-TravelskyTechnologyLimited-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS45061-ShanghaiInformationNetworkCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS45079-GDSCHANGANSERVICESLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS45086-ShanghaiYovoleNetworksInc-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS45110-BeijingTianWeiXinTongtechnologycorplimited-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS55956-MagnaAutomotiveTechnologyandServiceShanghaiCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS55958-IntelChinaLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS55992-BeijingQihuTechnologyCompanyLimited-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS55994-ShangHaiAnchNetTecInc-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS55996-CYPRESSTELECOMCHINALIMITED-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS56000-HerbalifeChinaHealthProductsLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS56006-ShanghaiPudongDevelopmentBankCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS56013-SAMSUNGSDSCHINA-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS56282-BeijingInternetHarborTechnologyCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS58593-ShanghaiBlueCloudTechnologyCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS58850-BloombergFinancialInformationBeijingCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS59019-BeijingKingsoftCloudInternetTechnologyCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS59078-YunifyTechnologiesInc-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS59083-ShanghaiKuanhuiTechColtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS63580-ChinaNovartisInstitutesforBioMedicalResearchCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS63603-GSSChina-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS63615-GEChinaCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS63641-MegaVantageInformationConsultingCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS63689-EsunTechnologyShanghaiCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS137710-NetGodInformationTechnologyBeijingCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS137715-GTJASecurities-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS137759-MTSSYSTEMChinaCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS137767-ShanghaiGeneralMotorCorporationLimited-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS137782-STATEGRIDSHANGHAIMUNICIPALELECTRICPOWERCOMPANY-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS137806-WMGSConsultingShenzhenCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS139091-ShanghaiMBNtelecommunicationtechnologyCoLTD-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS139138-GopayInformationTechnologyCoLtd-CN,-1
AS17621-ChinaUnicomShanghainetwork-CN,AS139179-ChinaPacificInsuranceGroupCoLtd-CN,-1
AS17622-ChinaUnicomGuangzhounetwork-CN,AS10212-ChinaEnterpriseICTSolutionsLimited-CN,-1
AS17622-ChinaUnicomGuangzhounetwork-CN,AS17428-21VianetCoLtd-CN,-1
AS17622-ChinaUnicomGuangzhounetwork-CN,AS17490-BroadhandIPNetworkbasedDWDM-CN,-1
AS17622-ChinaUnicomGuangzhounetwork-CN,AS37965-PacnetBusinessSolutionsLTD-CN,-1
AS17623-ChinaUnicomShenzennetwork-CN,AS9809-SHENZHENNOVATECHNOLOGIESDEVELOPMENTLTD-CN,-1
AS17623-ChinaUnicomShenzennetwork-CN,AS17430-BeijingXiRangMediaCulturalCoLtd-CN,-1
AS17623-ChinaUnicomShenzennetwork-CN,AS17962-ShenZhenTopwayVideoCommunicationCoLtd-CN,-1
AS17623-ChinaUnicomShenzennetwork-CN,AS23842-ShenzhenInformationandNetworkCenter-CN,-1
AS17623-ChinaUnicomShenzennetwork-CN,AS23848-ShenzhenPingAnCommunicationTechnologyCoLtd-CN,-1
AS17623-ChinaUnicomShenzennetwork-CN,AS45101-WalmartChinaInvestmentCoLtd-CN,-1
AS17623-ChinaUnicomShenzennetwork-CN,AS55996-CYPRESSTELECOMCHINALIMITED-CN,-1
AS17623-ChinaUnicomShenzennetwork-CN,AS59049-WalmartChinaInvestmentCoLtd-CN,-1
AS17623-ChinaUnicomShenzennetwork-CN,AS63690-ChinaDragonTelecomCoLtd-CN,-1
AS17623-ChinaUnicomShenzennetwork-CN,AS131558-WalmartChinaInvestmentCoLtd-CN,-1
AS17623-ChinaUnicomShenzennetwork-CN,AS137777-ShenzhendragonbrotherindustrialcoLTD-CN,-1
AS17638-ASNforTIANJINProvincialNetofCT-CN,AS17430-BeijingXiRangMediaCulturalCoLtd-CN,-1
AS17661-forassignmenttoJPNICmembers-JP,AS45974-NHN-KR,-1
AS17673-MITSUIKNOWLEDGEINDUSTRYCOLTD-JP,AS23815-JapanInternetExchangeCoLtd-JP,0
AS17675-InternapJapanCoLTD-JP,AS18143-MitsubishiResearchInstituteDCSCoLtd-JP,-1
AS17675-InternapJapanCoLTD-JP,AS23940-THOMSON-JP,-1
AS17675-InternapJapanCoLTD-JP,AS55396-NRISecureTechnologiesLtd-JP,-1
AS17675-InternapJapanCoLTD-JP,AS55894-WhosNext-JP,-1
AS17675-InternapJapanCoLTD-JP,AS63780-dualCoInc-JP,-1
AS17675-InternapJapanCoLTD-JP,AS139468-DCCommunicationsInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS4675-UNIADEXLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS4678-CanonITSolutionsInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS4693-CSKITMANAGEMENTCORPORATION-JP,-1
AS17676-SoftbankBBCorp-JP,AS4694-IDCFrontierInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS4725-SoftBankCorp-JP,-1
AS17676-SoftbankBBCorp-JP,AS4785-xTomLimited-JP,-1
AS17676-SoftbankBBCorp-JP,AS7505-FujitsuSystemsApplicationsSupportLimited-JP,-1
AS17676-SoftbankBBCorp-JP,AS7522-STNetIncorporated-JP,-1
AS17676-SoftbankBBCorp-JP,AS7668-HokurikuTelecommunicationNetworkCo-JP,-1
AS17676-SoftbankBBCorp-JP,AS7672-HokudenInformationSystemServiceCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS7679-QTnetInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS7682-HOKKAIDOTELECOMMUNICATIONSNETWORKCoInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS9357-NRISecureTechnologiesLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS9365-itscommunicationsInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS9374-EDIONCorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS9621-OkinawaTelecommunicationNetworkCoInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS10000-NagasakiCableMediaInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS10002-IGAUENOCABLETELEVISIONCOLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS10004-JINOfficeServiceInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS10006-SECOMTrustSystemsCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS10010-TOKAICommunicationsCorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS17505-SOFTBANKMOBILECorp-JP,-1
AS17676-SoftbankBBCorp-JP,AS17510-DENTSULTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS17534-NSKCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS17675-InternapJapanCoLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS17939-miyazakicabletelevisionnetworkCoLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS17941-EquinixJpapanEnterpriseKK-JP,-1
AS17676-SoftbankBBCorp-JP,AS17950-SaiNet-JP,-1
AS17676-SoftbankBBCorp-JP,AS17955-DensanCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS17958-KasaokaCableVisionCoLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS17961-miteneinternetcoltd-JP,-1
AS17676-SoftbankBBCorp-JP,AS18068-DreamWaveShizuokaCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS18069-SOFTBANKTECHNOLOGYCORP-JP,-1
AS17676-SoftbankBBCorp-JP,AS18074-FirstRidingTechnologyInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS18094-TokyoCableNetworkINC-JP,-1
AS17676-SoftbankBBCorp-JP,AS18121-IshikawaComputerCenterCoLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS18129-OKAYAMANETWORKINC-JP,-1
AS17676-SoftbankBBCorp-JP,AS18142-KISTEMCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS18260-EHIMECATVCOLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS18264-SeikeiEizoNetworkInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS18268-NaganokenKyodouDensanCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS18274-UtsunomiyaCableTVCorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS18282-TONAMIInternetServiceTONAMITransportationCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS23627-UEDACABLEVISIONCOLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS23637-EquinixJpapanEnterpriseKK-JP,-1
AS17676-SoftbankBBCorp-JP,AS23774-JapanRegistryServiceCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS23780-CTBMediaInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS23783-CableNetworksAkitaColtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS23794-ClubiTCorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS23816-YahooJapanCorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS23817-FujitsuLimited-JP,-1
AS17676-SoftbankBBCorp-JP,AS23818-JETINTERNETCorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS23831-NISIOWARICATVCORPORATION-JP,-1
AS17676-SoftbankBBCorp-JP,AS23833-MarusanSecuritiesCoLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS24253-JStreamInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS24255-TannanCableTelevisionCorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS24262-HAMANASUINFORMATIONCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS24263-HONDAMOTORCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS24280-HitachiSystemsLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS24286-WeathernewsInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS24289-KagawaTVBroadcastNetworkCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS24290-HeartNetworkCoLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS24295-InternapJapanCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS24567-QTInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS24572-YahooJapan-JP,-1
AS17676-SoftbankBBCorp-JP,AS37897-AXELNETWORKSINC-JP,-1
AS17676-SoftbankBBCorp-JP,AS37900-NTTCommunicationsCorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS37903-YmobileCorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS37919-SEGAHoldingsCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS38462-OsakiComputerEngineeringCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS38638-IpCoreCorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS38715-ForesightwaveINC-JP,-1
AS17676-SoftbankBBCorp-JP,AS45677-IsahayaCableMediaCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS45680-DOVACorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS45687-MinamikyusyuCableTVNetInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS55376-KCVcommunicationsCOLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS55381-CITYCABLESHUNANCorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS55394-GREEInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS55890-SuntoryBusinessExpertLimited-JP,-1
AS17676-SoftbankBBCorp-JP,AS55902-TSNETofTOSETIncinJapan-JP,-1
AS17676-SoftbankBBCorp-JP,AS58653-UDTrucksCorporationVolvoInformationTechnologyJapan-JP,-1
AS17676-SoftbankBBCorp-JP,AS58791-GMOInternetInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS59092-kronosCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS59094-esu2Corporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS59097-OkinawaCrossHeadCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS59116-AmericanInternationalGroupKK-JP,-1
AS17676-SoftbankBBCorp-JP,AS59123-KakakucomInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS59125-FAMILYNETJAPANINCORPORATED-JP,-1
AS17676-SoftbankBBCorp-JP,AS59126-NCTCOLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS59127-NewmediaCorporation-JP,-1
AS17676-SoftbankBBCorp-JP,AS59129-LogicLinksInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS63772-extrideinc-JP,-1
AS17676-SoftbankBBCorp-JP,AS63774-KamoikenetLLP-JP,-1
AS17676-SoftbankBBCorp-JP,AS63776-MercariInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS63917-AmwayJapanGK-JP,-1
AS17676-SoftbankBBCorp-JP,AS131912-CybozuInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS131920-WirelessGateInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS131921-GMOCLOUDKK-JP,-1
AS17676-SoftbankBBCorp-JP,AS131923-MiharaCableTelevisionLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS131925-FAMILYNETJAPANINCORPORATED-JP,-1
AS17676-SoftbankBBCorp-JP,AS131926-CableTelevisionSaikiCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS131929-YamanashiCATVColtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS131930-TokyoBroadcastingSystemTelevisionInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS131931-AomoriCableTVCoLtd-JP,-1
AS17676-SoftbankBBCorp-JP,AS131932-JREastInformationSystemsCompany-JP,-1
AS17676-SoftbankBBCorp-JP,AS131937-JoetsuCableVision-JP,-1
AS17676-SoftbankBBCorp-JP,AS131938-NISSANMOTORCOLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS131942-GurunaviInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS131943-Gototv-JP,-1
AS17676-SoftbankBBCorp-JP,AS131949-GeneralIncorporatedFoundationAsoTeleworkCenter-JP,-1
AS17676-SoftbankBBCorp-JP,AS131960-MBOholdingsInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS136506-LEONCOLTD-JP,-1
AS17676-SoftbankBBCorp-JP,AS137445-PFLINKSYSTEMS-JP,-1
AS17676-SoftbankBBCorp-JP,AS138033-BBIXInc-JP,-1
AS17676-SoftbankBBCorp-JP,AS138968-rainbownetworklimited-JP,-1
AS17682-296BROADNETComInc-JP,AS23815-JapanInternetExchangeCoLtd-JP,0
AS17683-WingtechnologyCommunicationsInc-JP,AS17530-NihonNetworkServiceCoLtd-JP,-1
AS17683-WingtechnologyCommunicationsInc-JP,AS23815-JapanInternetExchangeCoLtd-JP,0
AS17683-WingtechnologyCommunicationsInc-JP,AS55385-DigitalAllianceCoLtd-JP,-1
AS17685-SQUAREENIXCOLTD-JP,AS23784-SQUAREENIXCOLTD-JP,-1
AS17686-ACCELIA-JP,AS4693-CSKITMANAGEMENTCORPORATION-JP,-1
AS17686-ACCELIA-JP,AS17961-miteneinternetcoltd-JP,-1
AS17686-ACCELIA-JP,AS59095-ACCELIA-JP,-1
AS17686-ACCELIA-JP,AS59105-HomeNOCOperatorsGroup-JP,-1
AS17707-NHNTechorusCorp-JP,AS55396-NRISecureTechnologiesLtd-JP,-1
AS17799-asnforLiaoningProvincialNetofCT-CN,AS137787-BeijingJingdongShangkeInformationTechnologyCoLtd-CN,-1
AS17816-ChinaUnicomIPnetworkChina169Guangdongprovince-CN,AS38372-FoShanRuiJiangScienceandTechLtd-CN,-1
AS17841-NATIONALINFORMATIONRESOURCESSERVICE-KR,AS9950-DACOMPUBNETPLUS-KR,-1
AS17841-NATIONALINFORMATIONRESOURCESSERVICE-KR,AS23575-SKBroadbandCoLtd-KR,-1
AS17841-NATIONALINFORMATIONRESOURCESSERVICE-KR,AS45400-KoreaTelecom-KR,-1
AS17934-NationalInstituteofInformationandCommunicationsTechnology-JP,AS63770-IndustrialCyberSecurityCenterofExcellence-JP,-1
AS17941-EquinixJpapanEnterpriseKK-JP,AS9619-SonyGlobalSolutionsInc-JP,-1
AS17941-EquinixJpapanEnterpriseKK-JP,AS23637-EquinixJpapanEnterpriseKK-JP,-1
AS17941-EquinixJpapanEnterpriseKK-JP,AS23661-CLARAONLINEInc-JP,-1
AS17941-EquinixJpapanEnterpriseKK-JP,AS58793-FUJITSUCLOUDTECHNOLOGIESLIMITED-JP,-1
AS17958-KasaokaCableVisionCoLTD-JP,AS37908-KIBICableTelevisionCoLtd-JP,-1
AS17961-miteneinternetcoltd-JP,AS10004-JINOfficeServiceInc-JP,-1
AS17961-miteneinternetcoltd-JP,AS18283-FureaiChannelInc-JP,0
